title,address,url,area,price,distance(km),area_std,price_std,distance_std,max area,20
"可養寵物千萬電梯豪宅少數套房出租,文化中",北區-中正路198巷,https://rent.591.com.tw/18845319,10,15600,5.2,0.375,0.5524,0.3770,,
中山路崧嶺路旁,北區-中山路702號,https://rent.591.com.tw/18845414,6,7500,5.1,0.125,0.1667,0.3689,,
傢具齊全✨精美樓中樓✨戶數單純✨台水電✨流理臺可開伙✨平車,東區-埔頂二路,https://rent.591.com.tw/18846350,12,25000,3,0.5,1.0000,0.1967,,
傢具齊全✨秒殺超美樓中樓✨戶數單純✨黃金地段✨挑高不壓迫,東區-埔頂一路,https://rent.591.com.tw/18846376,15,23000,3.5,0.6875,0.9048,0.2377,,
清大南大校區國泰醫院全聯旁採光通風套房可寵限兔狗,東區-振興路,https://rent.591.com.tw/18848659,7,8500,4.1,0.1875,0.2143,0.2869,,
近園區精緻大套房．一層一戶．有廚房,東區-光復路一段,https://rent.591.com.tw/18848689,20,23000,3.1,1,0.9048,0.2049,,
巨城三民商圈．全新整理漂亮小美宅,東區-自由路66巷1弄,https://rent.591.com.tw/18849217,7,9500,5.7,0.1875,0.2619,0.4180,,
電梯大樓，三面採光，清大竹科，一房一廳,東區-建功路,https://rent.591.com.tw/18849218,11,18500,3.2,0.4375,0.6905,0.2131,,
金山街寧靜套房,東區-金山東三街38號,https://rent.591.com.tw/18849632,5,5500,4.6,0.0625,0.0714,0.3279,,
金山街寧靜套房,東區-金山東三街38號,https://rent.591.com.tw/18849632,6,6000,4.2,0.125,0.0952,0.2951,,
關埔🔆新莊車站🔆超美又明亮套房🔆台電,東區-光復路一段,https://rent.591.com.tw/18849882,8,17000,3.1,0.25,0.6190,0.2049,,
新竹市近巨城優質獨立套房,東區-民權路56巷,https://rent.591.com.tw/18849915,8,15000,5.4,0.25,0.5238,0.3934,,
租近園區.可短租.屋況極新,東區-明湖路,https://rent.591.com.tw/18849976,14,16000,4.3,0.625,0.5714,0.3033,,
獨立大套房可租補生活機能佳飯店式管理24H警衛,北區-竹光路8號,https://rent.591.com.tw/18851127,10,10000,5.7,0.375,0.2857,0.4180,,
東區靜巷✨大坪數兩房限量出租,東區-明湖路482巷65弄,https://rent.591.com.tw/18851626,15,18000,4.7,0.6875,0.6667,0.3361,,
"可養寵物,可租補,近城隍廟,大遠百,江山街大套房",北區-江山街,https://rent.591.com.tw/18851796,15,18000,4.3,0.6875,0.6667,0.3033,,
"可養寵物,可租補,近城隍廟,大遠百,江山街大套房",北區-江山街,https://rent.591.com.tw/18851796,12,16000,4.3,0.5,0.5714,0.3033,,
近巨城獨立超超超大套房兩房空間(管理費內含),東區-自由路,https://rent.591.com.tw/18852079,12,17000,5.4,0.5,0.6190,0.3934,,
長春街大套房/1房1廳1衛1陽台,東區-長春街114巷,https://rent.591.com.tw/18852658,11,13000,3.2,0.4375,0.4286,0.2131,,
採光好大坪數優質套房備私人陽台近清大南校,北區-南大路321巷1弄26號,https://rent.591.com.tw/18852779,9,7000,4.5,0.3125,0.1429,0.3197,,
沃盛匯達🏠新竹市東區高樓景觀套房獨立衛浴,東區-關新東路,https://rent.591.com.tw/18853438,15,12500,3.8,0.6875,0.4048,0.2623,,
實PO竹科園區/小資套房獨洗曬/便利舒適,東區-金山二十三街,https://rent.591.com.tw/18853673,6.5,10500,4.1,0.15625,0.3095,0.2869,,
實PO高速獨立網路150M｜獨洗曬室內機車位｜流理台小資套房,東區-金山二十三街,https://rent.591.com.tw/18853807,7,10500,4.1,0.1875,0.3095,0.2869,,
金山街台電瓦斯熱水獨立RO飲水機空中花園,東區-金山十一街,https://rent.591.com.tw/18853833,10,17000,3.4,0.375,0.6190,0.2295,,
竹科園區/小資電梯獨洗曬/機能便利,東區-金山北一街,https://rent.591.com.tw/18853835,6,9000,3.7,0.125,0.2381,0.2541,,
裝潢套房．洗衣免費共用,香山區-大庄路,https://rent.591.com.tw/18853842,5,6500,8.2,0.0625,0.1190,0.6230,,
實po大坪數對外窗乾濕分離獨洗曬電梯套房,東區-金山十五街,https://rent.591.com.tw/18853852,8,14000,4.4,0.25,0.4762,0.3115,,
金山街獨立網路150M｜流理台獨洗曬室內機車位乾濕分離,東區-金山二十三街,https://rent.591.com.tw/18853861,7,12000,4.1,0.1875,0.3810,0.2869,,
1房2廳．獨洗．可開伙,東區-明湖路,https://rent.591.com.tw/18853926,13,15000,4.3,0.5625,0.5238,0.3033,,
實PO竹科園區/舒適採光便利/室內機車位,東區-金山東街,https://rent.591.com.tw/18853940,6.5,11000,4.4,0.15625,0.3333,0.3115,,
金山街後段獨立洗曬流理台｜衛浴乾溼分離對外窗室內機車位,東區-金山二十三街,https://rent.591.com.tw/18853958,7,13000,4.1,0.1875,0.4286,0.2869,,
實PO竹科園區/舒適採光/獨洗曬室內機車位,東區-金山二十五街,https://rent.591.com.tw/18854093,6,8900,4.1,0.125,0.2333,0.2869,,
竹科園區/舒適採光/獨洗曬室內機車位,東區-金山二十五街,https://rent.591.com.tw/18854093,6,12000,4.1,0.125,0.3810,0.2869,,
金山街木質地板浴室對外窗雙門冰箱室內機車位電梯套房,東區-金山二十五街,https://rent.591.com.tw/18854400,7,10500,4.1,0.1875,0.3095,0.2869,,
金山街木質地板浴室對外窗雙門冰箱室內機車位電梯套房,東區-金山二十五街,https://rent.591.com.tw/18854400,7,12000,4.1,0.1875,0.3810,0.2869,,
實PO竹科園區/小資大坪數套房/機能便利舒適,東區-金山十二街,https://rent.591.com.tw/18854435,8,9500,3.5,0.25,0.2619,0.2377,,
南清大獨洗套房/近園區/近市區/全聯福,東區-興學街,https://rent.591.com.tw/18854481,7,8800,3.6,0.1875,0.2286,0.2459,,
大庄商圈快樂頌優質美套房,香山區-中華路四段,https://rent.591.com.tw/18854572,4.2,7000,6.3,0.0125,0.1429,0.4672,,
竹光路有電梯獨立大套房家具全備齊,北區-竹光路,https://rent.591.com.tw/18854839,18,18800,5.5,0.875,0.7048,0.4016,,
近樹林頭陽光視野套房/可寵！,北區-境福街,https://rent.591.com.tw/18854920,6,12000,6.1,0.125,0.3810,0.4508,,
園區交大清大洗脫烘洗衣機套房,東區-長春街118巷,https://rent.591.com.tw/18855814,6,7500,3.3,0.125,0.1667,0.2213,,
金山街小資族電梯套房,東區-金山十一街36巷,https://rent.591.com.tw/18855980,6,8000,3.5,0.125,0.1905,0.2377,,
上班上學10分鐘/剛完工新套房/優惠價格,東區-光復路一段403巷8弄,https://rent.591.com.tw/18857261,10,12000,3.1,0.375,0.3810,0.2049,,
光復路近園區清交高級套房（仲介勿擾）,東區-光復路一段392巷,https://rent.591.com.tw/18857444,9,9000,3,0.3125,0.2381,0.1967,,
可養愛犬愛貓的套房｜近園區有陽台,東區-新莊街129巷70弄,https://rent.591.com.tw/18857663,7,8500,3.5,0.1875,0.2143,0.2377,,
初光極品|警衛管理|陽台套房|可寵,北區-境福街,https://rent.591.com.tw/18857683,6,12000,6.2,0.125,0.3810,0.4590,,
中華大學城|自有洗衣機|台水台電|美套房,香山區-至善街37巷,https://rent.591.com.tw/18857685,6,6500,8.6,0.125,0.1190,0.6557,,
中華大學獨立套房/台水台電/可寵,東區-至善街33巷,https://rent.591.com.tw/18857699,6,7000,8.6,0.125,0.1429,0.6557,,
【小資族首選】金山街前段近園區電梯大樓&安靜優質獨立套房出租,東區-金山十一街36巷,https://rent.591.com.tw/18857901,6,8000,3.5,0.125,0.1905,0.2377,,
✨［一房一廳一衛］優質獨立套房✨,東區-中華路一段105巷2弄,https://rent.591.com.tw/18858471,13,14000,7,0.5625,0.4762,0.5246,,
"竹科金山街自租禁菸套房實景,不做假照片!",東區-金山十一街,https://rent.591.com.tw/18858726,6,6800,3.4,0.125,0.1333,0.2295,,
科學園區靜心湖畔之優質套房,東區-民享街173巷,https://rent.591.com.tw/18858827,8,9500,3.3,0.25,0.2619,0.2213,,
實PO竹科園區/舒適獨洗曬/室內機車位,東區-金山二十五街,https://rent.591.com.tw/18858918,6,10500,4.1,0.125,0.3095,0.2869,,
竹科園區/舒適溫馨採光/機能便利,東區-金山二十三街,https://rent.591.com.tw/18859015,7,9500,4.1,0.1875,0.2619,0.2869,,
e金山街//飯店式裝潢//秒殺物件,東區-金山北二街,https://rent.591.com.tw/18859221,6,12000,3.7,0.125,0.3810,0.2541,,
實PO｜金山街獨立洗衣機大坪數室內機車位電梯套房,東區-金山二十三街,https://rent.591.com.tw/18859328,7.5,11000,4.1,0.21875,0.3333,0.2869,,
實PO|金山街獨立陽台洗曬採光通風足電梯套房,東區-金山北一街,https://rent.591.com.tw/18859360,7,9000,4.5,0.1875,0.2381,0.3197,,
元培街獨立套房，近大庄、元培、玄奘大學,香山區-元培街,https://rent.591.com.tw/18859363,6,5000,8.4,0.125,0.0476,0.6393,,
實PO｜金山街採光對外窗獨立洗曬衛浴乾濕分離電梯套房,東區-金山街,https://rent.591.com.tw/18859395,8,13000,3.7,0.25,0.4286,0.2541,,
實PO｜台電均價瓦熱獨立洗曬衛浴室乾溼分離電梯套房,東區-金山十一街,https://rent.591.com.tw/18859418,10,17000,3.4,0.375,0.6190,0.2295,,
實PO｜金山街獨立陽台洗曬流理台租金實惠室內機車位,東區-金山二十三街,https://rent.591.com.tw/18859431,7,12000,4.1,0.1875,0.3810,0.2869,,
實照龍山社區裝潢新採光通風佳室內機車位有電梯,東區-科學園路,https://rent.591.com.tw/18859452,6,9900,2.8,0.125,0.2810,0.1803,,
有巢六家-近聯發科科園雅築樓中樓套房,東區-金山二十五街,https://rent.591.com.tw/18859599,10,13000,4.1,0.375,0.4286,0.2869,,
🏡好市多對面-全新裝潢大套房-有機車位垃圾處理,東區-埔頂路100巷,https://rent.591.com.tw/18859906,8,14500,3.6,0.25,0.5000,0.2459,,
"近竹科,台電計價,溫馨套房,伶包入住",東區-埔頂一路161巷,https://rent.591.com.tw/18859917,6.5,15000,3.5,0.15625,0.5238,0.2377,,
請5/22號後再來電*房子還在,北區-經國路二段212號,https://rent.591.com.tw/18860022,7,11000,5.1,0.1875,0.3333,0.3689,,
"近遠百,巨城,精美大套房",北區-經國路二段,https://rent.591.com.tw/18860059,20,25000,5.2,1,1.0000,0.3770,,
近巨城樓中樓兩房適合新婚夫妻及小家庭設備齊全拎包入住,北區-經國路二段160號,https://rent.591.com.tw/18860278,14,18000,5.3,0.625,0.6667,0.3852,,
"格局方正,通風採光極佳大套房",東區-自由路95巷18弄,https://rent.591.com.tw/18860471,14,16000,5.9,0.625,0.5714,0.4344,,
C竹科-高翠系統櫃套房-獨立陽台洗衣機,東區-高翠路327巷8弄,https://rent.591.com.tw/18860748,7,12500,2.1,0.1875,0.4048,0.1230,,
大套房.品質優.機能佳.附室內機車位。,香山區-宮口街33巷,https://rent.591.com.tw/18860944,13,9000,8.8,0.5625,0.2381,0.6721,,
大庄優質套房.變頻冷氣更省電,香山區-香北一路,https://rent.591.com.tw/18860964,6,5500,8.6,0.125,0.0714,0.6557,,
市中心大套房鄰近巨城商圈,東區-經國路一段479巷1弄18號,https://rent.591.com.tw/18861236,12,15000,6.1,0.5,0.5238,0.4508,,
市區/清.交.竹教/園區/近食品路麥當勞,東區-高峰路,https://rent.591.com.tw/18861510,8,7000,2.8,0.25,0.1429,0.1803,,
匯達⭐️明湖清幽寧靜雙套房A12,東區-明湖路482巷65弄,https://rent.591.com.tw/18861535,14,17000,4.7,0.625,0.6190,0.3361,,
兆基社會住宅🏡可寵可租補免仲!西大路美景套房,北區-西大路709巷,https://rent.591.com.tw/18862132,9.9,13000,5.3,0.36875,0.4286,0.3852,,
近園區陽台套房獨立洗衣機/垃圾處理,東區-安康街,https://rent.591.com.tw/18862287,7,7500,3.5,0.1875,0.1667,0.2377,,
租金含管網，獨立洗衣機，有警衛電梯，獨立電表,北區-中華路三段,https://rent.591.com.tw/18862309,15,12500,4.4,0.6875,0.4048,0.3115,,
竹科門口．好市多商圈．室內機車位．社區管理．垃圾集中,東區-埔頂一路161巷,https://rent.591.com.tw/18862858,8,15000,3.5,0.25,0.5238,0.2377,,
竹科門口．好市多商圈．室內機車位．社區管理．垃圾集中,東區-埔頂一路161巷,https://rent.591.com.tw/18862858,8,15000,3.7,0.25,0.5238,0.2541,,
B竹科金選~小資必選採光房,東區-金山八街,https://rent.591.com.tw/18862870,6,8000,3.3,0.125,0.1905,0.2213,,
金山商圈/小資套房/獨立陽台洗衣機,東區-金山二十七街,https://rent.591.com.tw/18863362,5,8000,4.4,0.0625,0.1905,0.3115,,
近園區．台電台水．有陽台．可養貓．垃圾集中,東區-光復路一段,https://rent.591.com.tw/18863558,8,12000,3.1,0.25,0.3810,0.2049,,
近方正套房．瓦斯熱水器,東區-東南街28巷,https://rent.591.com.tw/18863580,8,7500,3.7,0.25,0.1667,0.2541,,
湳雅街大潤發*大器典範優質電梯套房,北區-鐵道路二段,https://rent.591.com.tw/18864017,7,7000,7,0.1875,0.1429,0.5246,,
對外窗電梯套房處理垃圾近園區免費洗衣中央,東區-食品路378巷,https://rent.591.com.tw/18864241,7,8000,3.2,0.1875,0.1905,0.2131,,
L竹科精選-嶄新獨洗大套房-室內機車位(可稅),東區-光復路一段459巷,https://rent.591.com.tw/18864774,13,21500,3.1,0.5625,0.8333,0.2049,,
W近園區.清大南院｜電梯陽台套房｜限竹科,東區-明湖路243巷,https://rent.591.com.tw/18864846,6,10000,2.9,0.125,0.2857,0.1885,,
W近園區明湖路｜嶄新美套房｜獨立洗衣機,東區-明湖路800巷4弄,https://rent.591.com.tw/18864941,8,9500,4.5,0.25,0.2619,0.3197,,
電梯陽台～乾濕分離～園區五分鐘~,東區-明湖路,https://rent.591.com.tw/18865245,11,13500,4.3,0.4375,0.4524,0.3033,,
*近園區*煙波主人飯店式管理溫馨獨立套房,東區-明湖路,https://rent.591.com.tw/18865369,10,13000,4.3,0.375,0.4286,0.3033,,
巨城旁．含管網四．有陽台．全新整理．機車位,東區-民生路,https://rent.591.com.tw/18865677,6,7500,5.6,0.125,0.1667,0.4098,,
🌟飯店式套房~🍎免水費🍎免瓦斯費🌟,香山區-元培街211號,https://rent.591.com.tw/18866161,6,8000,8.2,0.125,0.1905,0.6230,,
📣可租補❤️‍🔥中華大學旁優質套房,香山區-明德路,https://rent.591.com.tw/18866192,6,5500,8.2,0.125,0.0714,0.6230,,
近園區．可養貓．垃圾集中．含網四水．可租補,東區-高峰路,https://rent.591.com.tw/18866348,6,7500,2.8,0.125,0.1667,0.1803,,
市中心可寵物．電梯大套房．含網四水,北區-江山街,https://rent.591.com.tw/18866364,12,16000,4.3,0.5,0.5714,0.3033,,
可租屋補助*近清大竹科*住戶單純*陽台洗衣機,東區-南大路,https://rent.591.com.tw/18866657,8,14800,3.2,0.25,0.5143,0.2131,,
D老爺推薦x溫馨套房x園區旁,東區-高峰路1號,https://rent.591.com.tw/18866771,7,7500,2.7,0.1875,0.1667,0.1721,,
Mycity優質電梯陽台套房,東區-中央路245巷,https://rent.591.com.tw/18867305,8,15000,5.9,0.25,0.5238,0.4344,,
全新整理套房,東區-經國路一段379巷10弄,https://rent.591.com.tw/18867848,9.5,10000,5.9,0.34375,0.2857,0.4344,,
機車位/垃圾代收/對外窗,東區-光復路一段544巷32弄,https://rent.591.com.tw/18867943,5,6500,2.6,0.0625,0.1190,0.1639,,
漾漾紅大樓｜市心高樓視野美套房,東區-中華路二段,https://rent.591.com.tw/18868102,6.3,12000,4.3,0.14375,0.3810,0.3033,,
園區超美裝潢小豪宅~飯店管理環境優,東區-明湖路,https://rent.591.com.tw/18868245,10,13800,4.3,0.375,0.4667,0.3033,,
＊已經出租了謝謝＊,東區-忠孝路,https://rent.591.com.tw/18868289,6.5,7000,4.8,0.15625,0.1429,0.3443,,
新竹市近巨城生活商圈/優質獨立套房,東區-民權路56巷19號,https://rent.591.com.tw/18868740,8,15000,5.1,0.25,0.5238,0.3689,,
科學園區清大南校門對面獨立套房,東區-寶山路,https://rent.591.com.tw/18868832,6,7500,1.5,0.125,0.1667,0.0738,,
全新冷氣洗衣機電視冰箱床組衣櫥可寵貓,香山區-柯湳一街102號,https://rent.591.com.tw/18869317,5.5,6500,8.1,0.09375,0.1190,0.6148,,
市中心✨高挑舒適樓中樓｜台水台電、獨立洗曬陽台、專屬機車位✨,北區-仁德街,https://rent.591.com.tw/18869588,15,17500,4.5,0.6875,0.6429,0.3197,,
"樓層高,通風,變頻新冷氣,洗衣免投幣",東區-金山二十五街,https://rent.591.com.tw/18869759,12,8888,4.1,0.5,0.2328,0.2869,,
新裝潢精緻套房市區火車站大遠百城隍廟圓環,東區-南外街17巷,https://rent.591.com.tw/18870282,6,7900,3.7,0.125,0.1857,0.2541,,
好事多旁飯店式屋況很新獨立陽台洗衣機,東區-埔頂一路,https://rent.591.com.tw/18870458,15,20500,3.5,0.6875,0.7857,0.2377,,
全新陽台套房竹科大門不塞車近清大交大,東區-公道五路二段130巷2弄,https://rent.591.com.tw/18870662,10,14000,3.8,0.375,0.4762,0.2623,,
後站優質獨立套房有陽台室內機車位(B室),東區-東大路一段52巷,https://rent.591.com.tw/18870785,8,9500,4.1,0.25,0.2619,0.2869,,
市中心✳️錢櫃旁大套房出租近城黃廟遠百巨城,北區-北大路262號,https://rent.591.com.tw/18870958,5,7500,4.6,0.0625,0.1667,0.3279,,
園區正門陽台套房木地板個人洗衣機近竹科交大清大,東區-龍山西路181巷,https://rent.591.com.tw/18871213,6,8500,3.1,0.125,0.2143,0.2049,,
大庄全新精緻套房出租//居住最佳選擇,香山區-宮口街57巷,https://rent.591.com.tw/18871279,6,5800,8.8,0.125,0.0857,0.6721,,
【獨洗獨曬】金山街後段近園區獨立後陽台&洗衣機安靜套房出租,東區-金山二十三街,https://rent.591.com.tw/18871660,7,10500,4.1,0.1875,0.3095,0.2869,,
e金山街//小資獨立洗衣機套房,東區-金山二十七街,https://rent.591.com.tw/18871825,6,8000,4.4,0.125,0.1905,0.3115,,
市區遠百城隍廟~陽台美套,北區-中山路,https://rent.591.com.tw/18872342,12,14000,4.6,0.5,0.4762,0.3279,,
月影-園區5分鐘-飯店式管理套房-陽台-洗衣機,東區-關新路29號,https://rent.591.com.tw/18872347,10,13000,3.5,0.375,0.4286,0.2377,,
J金山實惠優質套房,東區-光復路一段89巷,https://rent.591.com.tw/18872524,6,7500,4.1,0.125,0.1667,0.2869,,
J竹科金山生活圈獨立陽台洗衣機,東區-金山二十七街,https://rent.591.com.tw/18872570,6,8000,4.4,0.125,0.1905,0.3115,,
近竹科清大交大光復路優質採光套房出租,東區-光復路一段683巷,https://rent.591.com.tw/18872581,5,6000,1.8,0.0625,0.0952,0.0984,,
市區近68💗獨立洗曬有流理台、屋況超優｜可租補報稅可家庭✨,北區-竹光路,https://rent.591.com.tw/18872635,17,18800,5.5,0.8125,0.7048,0.4016,,
MyCity車位大套房,東區-中央路245巷,https://rent.591.com.tw/18872886,12.1,24000,6.2,0.50625,0.9524,0.4590,,
金山商圈/電梯採光套房/可貓咪，可租補,東區-金山九街,https://rent.591.com.tw/18873265,6,9000,3.4,0.125,0.2381,0.2295,,
竹科、關埔國小超值套房出租長春街148巷,東區-長春街148巷,https://rent.591.com.tw/18873468,4,4500,3.2,0,0.0238,0.2131,,
兆基社會住宅🏡可租補免仲!竹光路採光套房,北區-竹光路,https://rent.591.com.tw/18873563,7.4,12000,5.5,0.2125,0.3810,0.4016,,
J金山近科學園區｜美裝套房｜可開伙｜,東區-金山二十三街,https://rent.591.com.tw/18874605,6,12000,4.1,0.125,0.3810,0.2869,,
一卡皮箱入住、衛浴有開窗、台水台電、正市區精緻套房,北區-經國路二段111號,https://rent.591.com.tw/18874848,5.5,10000,5.4,0.09375,0.2857,0.3934,,
湳雅大潤發單人陽台套房-獨洗-可租補,北區-水田街91巷,https://rent.591.com.tw/18875245,6,9000,5.8,0.125,0.2381,0.4262,,
近竹科COSTCO電梯套房陽台室內機車位,東區-龍山西路,https://rent.591.com.tw/18875586,6,15000,3.5,0.125,0.5238,0.2377,,
可租補近清大南大校區警衛管理電梯大套房禁菸禁寵,北區-中華路三段,https://rent.591.com.tw/18875632,9,12000,4.4,0.3125,0.3810,0.3115,,
你要的地點來了！巨城600公尺騎車2分鐘,東區-民族路,https://rent.591.com.tw/18875798,13,12000,5.5,0.5625,0.3810,0.4016,,
🏠園區金山街獨立陽台洗衣機套房🏠,東區-金山十街,https://rent.591.com.tw/18875946,6,8000,3.4,0.125,0.1905,0.2295,,
金山街獨立陽台洗衣機套房,東區-金山十三街,https://rent.591.com.tw/18875946,7,12500,3.5,0.1875,0.4048,0.2377,,
🏠園區金山街獨立陽台洗衣機套房🏠可租補⚠️台電均價,東區-金山二十三街,https://rent.591.com.tw/18875946,8,12000,4.1,0.25,0.3810,0.2869,,
巨城三民商圈．家電具齊全小美宅,東區-自由路,https://rent.591.com.tw/18876268,9.8,10000,5.4,0.3625,0.2857,0.3934,,
【小資族首選】金山街前段近園區適合小資族採光佳獨立套房出租,東區-金山十一街2巷53弄,https://rent.591.com.tw/18876457,6,5000,3.8,0.125,0.0476,0.2623,,
【小資族首選】金山街前段近園區適合小資族採光佳獨立套房出租,東區-金山街,https://rent.591.com.tw/18876457,6,5500,3.7,0.125,0.0714,0.2541,,
【小資族首選】金山街後段近園區適合小資族採光佳獨立套房出租,東區-金山二十八街,https://rent.591.com.tw/18876490,6,7000,4.3,0.125,0.1429,0.3033,,
【小資族首選】金山街後段近園區適合小資族採光佳獨立套房出租,東區-金山十九街,https://rent.591.com.tw/18876490,5,6000,4.3,0.0625,0.0952,0.3033,,
【大坪數套房】金山街前段近園區空間寬敞&採光佳獨立套房出租,東區-金山七街,https://rent.591.com.tw/18876520,7,8000,3.3,0.1875,0.1905,0.2213,,
明湖路乾溼分離美套房,東區-明湖路,https://rent.591.com.tw/18876622,7,7000,4.3,0.1875,0.1429,0.3033,,
【大坪數套房】金山街前段近園區採光佳&稀有大坪數獨立套房出租,東區-金山街,https://rent.591.com.tw/18876962,10,11000,3.7,0.375,0.3333,0.2541,,
好市多、竹科園區、關埔、景觀視野套房,東區-世傑路,https://rent.591.com.tw/18877001,6,15000,3.1,0.125,0.5238,0.2049,,
光復路二段新光路交叉近學府路忠孝路東光路,東區-東明街,https://rent.591.com.tw/18877043,8,16500,4.5,0.25,0.5952,0.3197,,
中正路中央路交叉近大同路中山路中華路二段,東區-英明街,https://rent.591.com.tw/18877106,12,20000,4.6,0.5,0.7619,0.3279,,
中正路中央路交叉近大同路中山路,東區-英明街,https://rent.591.com.tw/18877106,12,20000,4.6,0.5,0.7619,0.3279,,
新居落成全新傢俱可租補助近普天宮仁愛之家,東區-高峰路386巷85弄11號,https://rent.591.com.tw/18877137,6,8500,2.6,0.125,0.2143,0.1639,,
沃盛匯達⭐️北門風華/可租補/可寵,北區-北門街,https://rent.591.com.tw/18877176,8.5,9000,4.7,0.28125,0.2381,0.3361,,
東南街食品路交叉旁近光復路二段中華路二段,東區-南大路125號,https://rent.591.com.tw/18877216,13,20000,3.8,0.5625,0.7619,0.2623,,
#套房出租＃清大＃交大＃竹科,東區-寶山路,https://rent.591.com.tw/18877838,6,6300,1.5,0.125,0.1095,0.0738,,
中華大學套房4500,香山區-五福路二段840巷38號,https://rent.591.com.tw/18878078,6,4500,8,0.125,0.0238,0.6066,,
沃盛匯達-城隍精華地段可貓可租補,北區-北門街,https://rent.591.com.tw/18878268,8.5,9000,4.7,0.28125,0.2381,0.3361,,
湖左岸農莊~全新套房出租,香山區-南湖路184巷56號,https://rent.591.com.tw/18878672,14,12000,12.8,0.625,0.3810,1.0000,,
優惠科學園區清大交大設計師套安全舒適,東區-金山六街,https://rent.591.com.tw/18878724,7,11800,3.3,0.1875,0.3714,0.2213,,
新設計師套房，OnlyOne，錯過不再,東區-公道五路二段,https://rent.591.com.tw/18878736,7,14800,4.7,0.1875,0.5143,0.3361,,
近巨城三民國小國中採光大套房~可開伙~台水台電,東區-自由路101號,https://rent.591.com.tw/18878915,12.5,10000,5.7,0.53125,0.2857,0.4180,,
%金山街後段全新剛完工陽台洗衣機,東區-金山二十八街39號,https://rent.591.com.tw/18879106,6,13000,4.2,0.125,0.4286,0.2951,,
特價-設計師智慧套房711就在你家,東區-金山六街,https://rent.591.com.tw/18879107,7,14800,3.3,0.1875,0.5143,0.2213,,
特價，清交大只要8分鐘、科學園區房,東區-金山六街,https://rent.591.com.tw/18879123,6,11800,3.3,0.125,0.3714,0.2213,,
可租補近工研院公道五愛買旁禁菸套房,東區-千甲路,https://rent.591.com.tw/18879271,5,6900,5.4,0.0625,0.1381,0.3934,,
"屋主自租6500/月,東區風空街35號",東區-金山里35號,https://rent.591.com.tw/18879304,8,6500,6.6,0.25,0.1190,0.4918,,
竹科、台元園區光復路套房,東區-光復路一段531巷,https://rent.591.com.tw/18879355,10,14000,2.9,0.375,0.4762,0.1885,,
兆基社會住宅🏡可租補免仲!近火車站套房,北區-林森路,https://rent.591.com.tw/18879600,10.2,13000,4.3,0.3875,0.4286,0.3033,,
實PO竹科園區/舒適溫馨大坪數/採光佳,東區-金山二十三街,https://rent.591.com.tw/18879667,8,11000,4.1,0.25,0.3333,0.2869,,
實PO竹科園區/小資採光可寵/舒適通風可寵,東區-金山十六街,https://rent.591.com.tw/18879994,7,9000,3.6,0.1875,0.2381,0.2459,,
兆基社會住宅🏡光華南街可寵套房,東區-光華南街,https://rent.591.com.tw/18880149,6.9,7000,6.6,0.18125,0.1429,0.4918,,
社會住宅可租補-全新整理大獨套有廚房可租補,北區-光華二街108巷,https://rent.591.com.tw/18880468,8.6,11000,6.9,0.2875,0.3333,0.5164,,
【獨洗獨曬】埔頂路近園區獨立陽台&洗衣機採光佳優質套房出租,東區-埔頂路100巷57弄,https://rent.591.com.tw/18881005,6,9800,3.7,0.125,0.2762,0.2541,,
近巨城醫院、24hr管理員、房租已含水電、可停車,東區-田美三街22巷6弄28號,https://rent.591.com.tw/18881269,8,15000,6,0.25,0.5238,0.4426,,
光復園區樓中樓套房,東區-光復路一段403巷,https://rent.591.com.tw/18881611,8,11500,3.1,0.25,0.3571,0.2049,,
🌊巨城7分鐘｜稀有樓中樓‼️獨立陽台‼️洗衣機‼️雙衛浴,北區-經國路二段195巷,https://rent.591.com.tw/18881776,13,15000,5.1,0.5625,0.5238,0.3689,,
【獨洗獨曬】金山街中段近園區獨立陽台&洗衣機電梯大樓套房出租,東區-金山十三街,https://rent.591.com.tw/18882278,7,12500,3.5,0.1875,0.4048,0.2377,,
沃盛匯達｜北門風華｜市中心套房｜月租9000！,北區-北門街,https://rent.591.com.tw/18882595,7,9000,4.7,0.1875,0.2381,0.3361,,
【獨洗獨曬】金山街中段獨立陽台洗衣機&採光佳電梯大樓套房出租,東區-金山十三街,https://rent.591.com.tw/18882606,7,12000,3.5,0.1875,0.3810,0.2377,,
金山街竹科園區清交大電梯獨洗獨曬套房,東區-金山街152號,https://rent.591.com.tw/18882767,7,10000,4.2,0.1875,0.2857,0.2951,,
高翠近竹科園區清大交大電梯套房,東區-高翠路277巷4弄23號,https://rent.591.com.tw/18882806,7,8000,1.9,0.1875,0.1905,0.1066,,
金山社區竹科園區光復路清大交大,東區-金山八街72號,https://rent.591.com.tw/18882872,8,9000,3.3,0.25,0.2381,0.2213,,
遠百@可租補@台電獨洗天然氣_北歐陽光超大正十坪一房一,北區-西門街182巷,https://rent.591.com.tw/18882925,10,15200,4.4,0.375,0.5333,0.3115,,
金山街台電計費竹科園區清交大電梯獨洗獨曬套房流理台,東區-金山二十七街56號,https://rent.591.com.tw/18883012,10,12000,4.2,0.375,0.3810,0.2951,,
兆基社會住宅🏡可租補免仲!近火車站獨洗套,東區-勝利路,https://rent.591.com.tw/18883163,10.6,12000,3.9,0.4125,0.3810,0.2705,,
